gameId,total,maximo,minimo,margen,prorrogas,fecha,partido,estrella_gs,mvp,nota_igualdad,nota_ritmo,nota_ot,nota_estrella,KPI
0022500045,222,118,104,14,0,2025-11-14,NOP vs LAL,25.2,Austin Reaves,0.30000000000000004,0.36666666666666664,0.0,0.33999999999999997,25.5
0022500046,260,133,127,6,2,2025-11-14,DAL vs LAC,38.79999999999999,James Harden,0.7,1.0,1.0,0.793333333333333,80.3
0022500047,217,109,108,1,0,2025-11-14,SAS vs GSW,38.00000000000001,Stephen Curry,0.95,0.2833333333333333,0.0,0.7666666666666669,67.2
0022500228,208,108,100,8,0,2025-11-15,CLE vs MEM,19.9,Donovan Mitchell,0.6,0.13333333333333333,0.0,0.16333333333333327,32.6
0022500229,205,109,96,13,0,2025-11-15,CHA vs OKC,31.20000000000001,Shai Gilgeous-Alexander,0.35,0.08333333333333333,0.0,0.5400000000000004,32.4
0022500230,240,129,111,18,0,2025-11-15,IND vs TOR,25.200000000000003,Pascal Siakam,0.09999999999999998,0.6666666666666666,0.0,0.3400000000000001,18.0
0022500231,214,119,95,24,0,2025-11-15,MIL vs LAL,36.8,Luka Dončić,0.0,0.23333333333333334,0.0,0.7266666666666666,23.0
0022500232,235,123,112,11,0,2025-11-15,MIN vs DEN,27.299999999999997,Nikola Jokić,0.44999999999999996,0.5833333333333334,0.0,0.4099999999999999,35.5
0022500233,239,121,118,3,0,2025-11-16,BOS vs LAC,29.700000000000003,James Harden,0.85,0.65,0.0,0.4900000000000001,56.2
0022500234,233,123,110,13,0,2025-11-16,SAS vs SAC,25.3,De'Aaron Fox,0.35,0.55,0.0,0.3433333333333334,28.8
0022500235,235,129,106,23,0,2025-11-16,WAS vs BKN,30.200000000000003,Michael Porter Jr.,0.0,0.5833333333333334,0.0,0.5066666666666667,18.1
0022500236,230,117,113,4,1,2025-11-16,HOU vs ORL,24.000000000000004,Kevin Durant,0.8,0.5,0.7,0.3000000000000001,61.5
0022500237,230,124,106,18,0,2025-11-16,NOP vs GSW,27.9,Moses Moody,0.09999999999999998,0.5,0.0,0.42999999999999994,19.9
0022500238,271,138,133,5,1,2025-11-16,DAL vs POR,21.89999999999999,Daniel Gafford,0.75,1.0,0.7,0.2299999999999997,59.6
0022500239,246,124,122,2,0,2025-11-16,PHX vs ATL,25.0,Onyeka Okongwu,0.9,0.7666666666666667,0.0,0.3333333333333333,54.3
0022500240,297,150,147,3,2,2025-11-16,UTA vs CHI,34.599999999999994,Lauri Markkanen,0.85,1.0,1.0,0.6533333333333331,82.8
0022500241,224,118,106,12,0,2025-11-17,CLE vs MIL,30.200000000000003,Donovan Mitchell,0.4,0.4,0.0,0.5066666666666667,35.2
0022500242,239,127,112,15,0,2025-11-17,DET vs IND,31.499999999999993,Jalen Duren,0.25,0.65,0.0,0.5499999999999997,31.0
0022500243,218,110,108,2,0,2025-11-17,PHI vs LAC,26.600000000000005,Tyrese Maxey,0.9,0.3,0.0,0.3866666666666668,53.6
0022500244,228,115,113,2,0,2025-11-17,MIA vs NYK,22.900000000000006,Mikal Bridges,0.9,0.4666666666666667,0.0,0.26333333333333353,50.7
0022500245,218,110,108,2,0,2025-11-17,TOR vs CHA,19.6,Kon Knueppel,0.9,0.3,0.0,0.15333333333333338,46.6
0022500246,216,120,96,24,0,2025-11-17,MIN vs DAL,18.799999999999997,Rudy Gobert,0.0,0.26666666666666666,0.0,0.12666666666666657,5.1
0022500247,235,126,109,17,0,2025-11-17,NOP vs OKC,24.799999999999997,Shai Gilgeous-Alexander,0.15000000000000002,0.5833333333333334,0.0,0.32666666666666655,19.5
0022500248,257,130,127,3,0,2025-11-17,DEN vs CHI,36.800000000000004,Nikola Jokić,0.85,0.95,0.0,0.7266666666666668,64.8
0022500249,234,121,113,8,0,2025-11-18,ORL vs GSW,30.299999999999997,Jimmy Butler III,0.6,0.5666666666666667,0.0,0.5099999999999999,45.1
0022500250,212,113,99,14,0,2025-11-18,BKN vs BOS,22.599999999999998,Michael Porter Jr.,0.30000000000000004,0.2,0.0,0.25333333333333324,22.1
0022500251,232,120,112,8,0,2025-11-18,ATL vs DET,23.2,Jalen Johnson,0.6,0.5333333333333333,0.0,0.2733333333333333,37.9
0022500252,212,111,101,10,0,2025-11-18,SAS vs MEM,21.000000000000007,Harrison Barnes,0.5,0.2,0.0,0.20000000000000023,29.5
0022500253,266,140,126,14,0,2025-11-18,LAL vs UTA,27.699999999999996,Luka Dončić,0.30000000000000004,1.0,0.0,0.4233333333333332,31.2
0022500254,237,127,110,17,0,2025-11-18,POR vs PHX,19.2,Devin Booker,0.15000000000000002,0.6166666666666667,0.0,0.13999999999999999,14.0
0022500255,218,114,104,10,0,2025-11-19,CLE vs HOU,23.799999999999997,Alperen Sengun,0.5,0.3,0.0,0.2933333333333332,32.8
0022500256,245,127,118,9,0,2025-11-19,IND vs CHA,24.499999999999996,Kon Knueppel,0.55,0.75,0.0,0.31666666666666654,38.0
0022500257,206,110,96,14,0,2025-11-19,MIA vs GSW,21.900000000000002,Norman Powell,0.30000000000000004,0.1,0.0,0.23000000000000007,20.9
0022500258,233,121,112,9,0,2025-11-19,PHI vs TOR,24.6,Tyrese Maxey,0.55,0.55,0.0,0.32000000000000006,37.1
0022500259,229,120,109,11,0,2025-11-19,MIN vs WAS,28.099999999999998,Julius Randle,0.44999999999999996,0.48333333333333334,0.0,0.4366666666666666,35.8
0022500260,243,125,118,7,0,2025-11-19,NOP vs DEN,26.200000000000003,Peyton Watson,0.65,0.7166666666666667,0.0,0.3733333333333334,44.0
0022500261,212,113,99,14,0,2025-11-19,OKC vs SAC,24.5,Shai Gilgeous-Alexander,0.30000000000000004,0.2,0.0,0.31666666666666665,24.0
0022500262,224,113,111,2,0,2025-11-19,DAL vs NYK,19.3,D'Angelo Russell,0.9,0.4,0.0,0.14333333333333337,46.8
0022500263,243,122,121,1,0,2025-11-19,POR vs CHI,29.300000000000004,Deni Avdija,0.95,0.7166666666666667,0.0,0.4766666666666668,60.6
0022500264,230,129,101,28,0,2025-11-20,ORL vs LAC,26.300000000000004,James Harden,0.0,0.5,0.0,0.3766666666666668,13.8
0022500265,233,137,96,41,0,2025-11-20,MEM vs SAC,24.4,Santi Aldama,0.0,0.55,0.0,0.3133333333333333,12.2
0022500266,237,123,114,9,1,2025-11-20,MIL vs PHI,46.1,Tyrese Maxey,0.55,0.6166666666666667,0.7,1.0,71.8
0022500267,261,135,126,9,0,2025-11-20,SAS vs ATL,35.300000000000004,Nickeil Alexander-Walker,0.55,1.0,0.0,0.6766666666666669,50.1
0022500048,229,120,109,11,0,2025-11-21,CLE vs IND,29.099999999999998,Andrew Nembhard,0.44999999999999996,0.48333333333333334,0.0,0.4699999999999999,36.8
0022500049,218,113,105,8,0,2025-11-21,BOS vs BKN,24.1,Michael Porter Jr.,0.6,0.3,0.0,0.3033333333333334,37.6
0022500050,250,140,110,30,0,2025-11-21,TOR vs WAS,22.5,Brandon Ingram,0.0,0.8333333333333334,0.0,0.25,11.7
0022500051,250,143,107,36,0,2025-11-21,CHI vs MIA,20.5,Kel'el Ware,0.0,0.8333333333333334,0.0,0.18333333333333332,9.7
0022500052,233,118,115,3,0,2025-11-21,DAL vs NOP,25.7,Cooper Flagg,0.85,0.55,0.0,0.35666666666666663,51.7
0022500053,227,114,113,1,0,2025-11-21,PHX vs MIN,30.6,Anthony Edwards,0.95,0.45,0.0,0.52,60.6
0022500054,221,112,109,3,0,2025-11-21,HOU vs DEN,31.9,Nikola Jokić,0.85,0.35,0.0,0.5633333333333332,56.9
0022500055,256,144,112,32,0,2025-11-21,UTA vs OKC,29.500000000000004,Shai Gilgeous-Alexander,0.0,0.9333333333333333,0.0,0.48333333333333345,19.2
0022500056,250,127,123,4,0,2025-11-21,GSW vs POR,27.100000000000005,Stephen Curry,0.8,0.8333333333333334,0.0,0.4033333333333335,52.3
0022500268,247,131,116,15,0,2025-11-22,CHA vs LAC,47.199999999999996,James Harden,0.25,0.7833333333333333,0.0,1.0,45.2
0022500269,254,133,121,12,0,2025-11-22,ORL vs NYK,33.80000000000001,Franz Wagner,0.4,0.9,0.0,0.626666666666667,41.3
0022500270,213,115,98,17,0,2025-11-22,NOP vs ATL,27.1,Kristaps Porziņģis,0.15000000000000002,0.21666666666666667,0.0,0.4033333333333334,19.9
0022500271,241,121,120,1,0,2025-11-22,CHI vs WAS,24.799999999999994,Nikola Vučević,0.95,0.6833333333333333,0.0,0.32666666666666644,56.0
0022500272,245,129,116,13,0,2025-11-22,MIL vs DET,26.7,Cade Cunningham,0.35,0.75,0.0,0.38999999999999996,31.2
0022500273,198,102,96,6,0,2025-11-22,DAL vs MEM,19.000000000000004,Santi Aldama,0.7,0.0,0.0,0.13333333333333344,35.5
0022500274,251,128,123,5,0,2025-11-22,DEN vs SAC,38.4,Nikola Jokić,0.75,0.85,0.0,0.7799999999999999,61.4
0022500275,244,127,117,10,0,2025-11-23,PHI vs MIA,25.099999999999994,Norman Powell,0.5,0.7333333333333333,0.0,0.3366666666666665,36.3
0022500276,223,113,110,3,0,2025-11-23,ATL vs CHA,28.1,Jalen Johnson,0.85,0.38333333333333336,0.0,0.4366666666666667,53.3
0022500277,267,138,129,9,0,2025-11-23,BOS vs ORL,27.599999999999998,Jaylen Brown,0.55,1.0,0.0,0.41999999999999993,42.4
0022500278,225,120,105,15,0,2025-11-23,CLE vs LAC,32.800000000000004,Donovan Mitchell,0.25,0.4166666666666667,0.0,0.5933333333333335,31.1
0022500279,228,119,109,10,0,2025-11-23,TOR vs BKN,20.9,Tyrese Martin,0.5,0.4666666666666667,0.0,0.19666666666666663,30.7
0022500280,217,122,95,27,0,2025-11-23,OKC vs POR,36.599999999999994,Shai Gilgeous-Alexander,0.0,0.2833333333333333,0.0,0.7199999999999999,23.0
0022500281,213,111,102,9,0,2025-11-23,PHX vs SAS,19.5,De'Aaron Fox,0.55,0.21666666666666667,0.0,0.15,30.3
0022500282,214,108,106,2,0,2025-11-23,UTA vs LAL,24.500000000000004,Luka Dončić,0.9,0.23333333333333334,0.0,0.31666666666666676,51.2
0022500283,239,122,117,5,0,2025-11-24,IND vs DET,21.7,Pascal Siakam,0.75,0.65,0.0,0.2233333333333333,43.7
0022500284,209,110,99,11,0,2025-11-24,TOR vs CLE,20.900000000000002,Brandon Ingram,0.44999999999999996,0.15,0.0,0.19666666666666674,26.9
0022500285,213,113,100,13,0,2025-11-24,BKN vs NYK,35.7,Karl-Anthony Towns,0.35,0.21666666666666667,0.0,0.6900000000000001,37.5
0022500286,208,106,102,4,0,2025-11-24,MIA vs DAL,20.500000000000004,Tyler Herro,0.8,0.13333333333333333,0.0,0.18333333333333346,42.2
0022500287,240,125,115,10,0,2025-11-24,MEM vs DEN,25.499999999999996,Nikola Jokić,0.5,0.6666666666666666,0.0,0.34999999999999987,36.3
0022500288,218,115,103,12,0,2025-11-24,MIL vs POR,27.1,Jerami Grant,0.4,0.3,0.0,0.4033333333333334,31.6
0022500289,273,143,130,13,0,2025-11-24,NOP vs CHI,22.800000000000004,Zion Williamson,0.35,1.0,0.0,0.2600000000000001,28.6
0022500290,206,114,92,22,0,2025-11-24,PHX vs HOU,24.399999999999995,Amen Thompson,0.0,0.1,0.0,0.3133333333333332,9.9
0022500291,251,134,117,17,0,2025-11-24,GSW vs UTA,25.6,Keyonte George,0.15000000000000002,0.85,0.0,0.3533333333333334,21.6
0022500292,229,117,112,5,1,2025-11-24,SAC vs MIN,33.9,Anthony Edwards,0.75,0.48333333333333334,0.7,0.63,69.1
0022500057,245,132,113,19,0,2025-11-25,WAS vs ATL,37.4,CJ McCollum,0.050000000000000044,0.75,0.0,0.7466666666666666,28.4
0022500058,247,144,103,41,0,2025-11-25,PHI vs ORL,23.099999999999998,Anthony Black,0.0,0.7833333333333333,0.0,0.2699999999999999,12.0
0022500059,253,135,118,17,0,2025-11-25,LAL vs LAC,37.50000000000001,Luka Dončić,0.15000000000000002,0.8833333333333333,0.0,0.7500000000000002,33.7
0022500060,231,117,114,3,0,2025-11-26,BOS vs DET,31.4,Cade Cunningham,0.85,0.5166666666666667,0.0,0.5466666666666666,57.2
0022500061,230,129,101,28,0,2025-11-26,CHA vs NYK,23.2,Josh Hart,0.0,0.5,0.0,0.2733333333333333,10.7
0022500062,209,106,103,3,0,2025-11-26,MIA vs MIL,28.999999999999996,Tyler Herro,0.85,0.15,0.0,0.46666666666666656,53.0
0022500063,192,97,95,2,0,2025-11-26,TOR vs IND,20.900000000000002,Scottie Barnes,0.9,0.0,0.0,0.19666666666666674,46.4
0022500064,218,113,105,8,0,2025-11-26,OKC vs MIN,37.5,Shai Gilgeous-Alexander,0.6,0.3,0.0,0.75,51.0
0022500065,261,133,128,5,1,2025-11-26,NOP vs MEM,22.0,Jaylen Wells,0.75,1.0,0.7,0.23333333333333334,59.8
0022500066,204,104,100,4,0,2025-11-26,GSW vs HOU,24.9,Reed Sheppard,0.8,0.06666666666666667,0.0,0.32999999999999996,46.2
0022500067,217,115,102,13,0,2025-11-26,POR vs SAS,31.199999999999996,De'Aaron Fox,0.35,0.2833333333333333,0.0,0.5399999999999998,33.4
0022500068,212,112,100,12,0,2025-11-26,SAC vs PHX,26.100000000000005,Mark Williams,0.4,0.2,0.0,0.37000000000000016,30.1
0022500069,253,130,123,7,0,2025-11-28,ATL vs CLE,30.199999999999996,Jalen Johnson,0.65,0.8833333333333333,0.0,0.5066666666666665,48.9
0022500070,218,115,103,12,0,2025-11-28,BKN vs PHI,21.099999999999998,Tyrese Maxey,0.4,0.3,0.0,0.20333333333333325,25.6
0022500071,239,123,116,7,0,2025-11-28,CHA vs CHI,26.800000000000004,Josh Giddey,0.65,0.65,0.0,0.3933333333333335,44.3
0022500072,221,112,109,3,0,2025-11-28,DET vs ORL,29.200000000000003,Cade Cunningham,0.85,0.35,0.0,0.47333333333333344,54.2
0022500073,205,119,86,33,0,2025-11-28,IND vs WAS,20.699999999999996,Pascal Siakam,0.0,0.08333333333333333,0.0,0.18999999999999986,6.1
0022500074,227,118,109,9,0,2025-11-28,NYK vs MIL,29.5,Giannis Antetokounmpo,0.55,0.45,0.0,0.48333333333333334,41.5
0022500075,242,123,119,4,0,2025-11-28,OKC vs PHX,31.5,Shai Gilgeous-Alexander,0.8,0.7,0.0,0.55,56.0
0022500076,275,139,136,3,0,2025-11-28,DEN vs SAS,31.400000000000006,Jamal Murray,0.85,1.0,0.0,0.5466666666666669,59.6
0022500077,247,128,119,9,0,2025-11-28,UTA vs SAC,23.200000000000003,Keegan Murray,0.55,0.7833333333333333,0.0,0.27333333333333343,36.9
0022500078,248,129,119,10,0,2025-11-28,LAL vs DAL,35.00000000000001,Austin Reaves,0.5,0.8,0.0,0.6666666666666669,46.5
0022500079,219,112,107,5,0,2025-11-28,LAC vs MEM,29.1,Kawhi Leonard,0.75,0.31666666666666665,0.0,0.47000000000000003,49.4
0022500293,234,119,115,4,0,2025-11-29,MIN vs BOS,32.599999999999994,Jaylen Brown,0.8,0.5666666666666667,0.0,0.5866666666666664,56.4
0022500294,229,118,111,7,1,2025-11-29,CHA vs TOR,29.599999999999994,Scottie Barnes,0.65,0.48333333333333334,0.7,0.48666666666666647,60.3
0022500295,204,103,101,2,0,2025-11-29,IND vs CHI,20.2,Pascal Siakam,0.9,0.06666666666666667,0.0,0.1733333333333333,46.0
0022500296,273,138,135,3,0,2025-11-29,MIA vs DET,30.7,Andrew Wiggins,0.85,1.0,0.0,0.5233333333333333,59.0
0022500297,215,116,99,17,0,2025-11-29,MIL vs BKN,25.899999999999995,Giannis Antetokounmpo,0.15000000000000002,0.25,0.0,0.3633333333333332,18.9
0022500298,200,104,96,8,0,2025-11-29,GSW vs NOP,24.1,Jimmy Butler III,0.6,0.0,0.0,0.3033333333333334,36.1
0022500299,242,130,112,18,0,2025-11-29,PHX vs DEN,29.000000000000007,Nikola Jokić,0.09999999999999998,0.7,0.0,0.4666666666666669,22.0
0022500300,224,114,110,4,0,2025-11-29,LAC vs DAL,24.000000000000004,Cooper Flagg,0.8,0.4,0.0,0.3000000000000001,47.0
0022500301,230,129,101,28,0,2025-11-30,UTA vs HOU,26.400000000000002,Kevin Durant,0.0,0.5,0.0,0.38000000000000006,13.9
0022500302,232,117,115,2,0,2025-11-30,CLE vs BOS,32.4,Payton Pritchard,0.9,0.5333333333333333,0.0,0.58,60.6
0022500303,210,116,94,22,0,2025-11-30,NYK vs TOR,23.5,Josh Hart,0.0,0.16666666666666666,0.0,0.2833333333333333,9.3
0022500304,276,142,134,8,2,2025-11-30,PHI vs ATL,32.7,Jalen Johnson,0.6,1.0,1.0,0.5900000000000001,69.7
0022500305,238,123,115,8,0,2025-11-30,POR vs OKC,35.50000000000001,Deni Avdija,0.6,0.6333333333333333,0.0,0.6833333333333336,50.7
0022500306,237,125,112,13,0,2025-11-30,MIN vs SAS,25.7,Julius Randle,0.35,0.6166666666666667,0.0,0.35666666666666663,29.5
0022500307,222,115,107,8,0,2025-11-30,SAC vs MEM,28.4,Zach Edey,0.6,0.36666666666666664,0.0,0.4466666666666666,42.2
0022500308,254,133,121,12,0,2025-11-30,LAL vs NOP,30.4,Luka Dončić,0.4,0.9,0.0,0.5133333333333333,37.9
0022500309,197,99,98,1,0,2025-12-01,DET vs ATL,24.300000000000004,Jalen Johnson,0.95,0.0,0.0,0.31000000000000016,52.0
0022500310,254,135,119,16,0,2025-12-01,IND vs CLE,34.0,Donovan Mitchell,0.19999999999999996,0.9,0.0,0.6333333333333333,32.5
0022500311,255,129,126,3,0,2025-12-01,WAS vs MIL,29.799999999999997,Kevin Porter Jr.,0.85,0.9166666666666666,0.0,0.49333333333333323,57.6
0022500312,219,116,103,13,0,2025-12-01,BKN vs CHA,27.100000000000005,Michael Porter Jr.,0.35,0.31666666666666665,0.0,0.4033333333333335,29.4
0022500313,263,140,123,17,0,2025-12-01,MIA vs LAC,30.800000000000004,Kawhi Leonard,0.15000000000000002,1.0,0.0,0.5266666666666668,27.6
0022500314,245,125,120,5,0,2025-12-01,ORL vs CHI,33.8,Desmond Bane,0.75,0.75,0.0,0.6266666666666666,56.3
0022500315,252,131,121,10,0,2025-12-01,DEN vs DAL,32.1,Nikola Jokić,0.5,0.8666666666666667,0.0,0.5700000000000001,43.9
0022500316,258,133,125,8,0,2025-12-01,UTA vs HOU,35.99999999999999,Alperen Sengun,0.6,0.9666666666666667,0.0,0.6999999999999997,52.8
0022500317,233,125,108,17,0,2025-12-01,LAL vs PHX,23.0,Collin Gillespie,0.15000000000000002,0.55,0.0,0.26666666666666666,17.5
0022500318,223,121,102,19,0,2025-12-02,PHI vs WAS,31.3,Tyrese Maxey,0.050000000000000044,0.38333333333333336,0.0,0.5433333333333333,20.5
0022500319,239,121,118,3,0,2025-12-02,TOR vs POR,23.2,Immanuel Quickley,0.85,0.65,0.0,0.2733333333333333,49.7
0022500320,240,123,117,6,0,2025-12-02,BOS vs NYK,33.4,Mikal Bridges,0.7,0.6666666666666666,0.0,0.6133333333333333,53.2
0022500321,291,149,142,7,1,2025-12-02,NOP vs MIN,29.0,Anthony Edwards,0.65,1.0,0.7,0.4666666666666667,62.2
0022500322,245,126,119,7,0,2025-12-02,SAS vs MEM,26.0,Harrison Barnes,0.65,0.75,0.0,0.36666666666666664,44.0
0022500323,236,124,112,12,0,2025-12-02,GSW vs OKC,31.2,Shai Gilgeous-Alexander,0.4,0.6,0.0,0.5399999999999999,37.2
0022500324,232,122,110,12,0,2025-12-03,CLE vs POR,25.999999999999996,Evan Mobley,0.4,0.5333333333333333,0.0,0.36666666666666653,31.7
0022500325,255,135,120,15,0,2025-12-03,IND vs DEN,46.3,Jamal Murray,0.25,0.9166666666666666,0.0,1.0,45.8
0022500326,226,114,112,2,0,2025-12-03,ORL vs SAS,24.000000000000004,Franz Wagner,0.9,0.43333333333333335,0.0,0.3000000000000001,51.7
0022500327,207,115,92,23,0,2025-12-03,ATL vs LAC,23.3,James Harden,0.0,0.11666666666666667,0.0,0.27666666666666667,8.9
0022500328,223,119,104,15,0,2025-12-03,NYK vs CHA,34.80000000000001,Karl-Anthony Towns,0.25,0.38333333333333336,0.0,0.6600000000000004,33.0
0022500329,216,113,103,10,0,2025-12-03,CHI vs BKN,29.799999999999997,Josh Giddey,0.5,0.26666666666666666,0.0,0.49333333333333323,38.6
0022500330,216,121,95,26,0,2025-12-03,HOU vs SAC,24.100000000000005,Alperen Sengun,0.0,0.26666666666666666,0.0,0.3033333333333335,10.4
0022500331,222,113,109,4,0,2025-12-03,MIL vs DET,18.6,Ryan Rollins,0.8,0.36666666666666664,0.0,0.12000000000000005,41.4
0022500332,226,118,108,10,0,2025-12-03,DAL vs MIA,21.0,Kel'el Ware,0.5,0.43333333333333335,0.0,0.2,30.7
0022500333,197,99,98,1,0,2025-12-04,PHI vs GSW,22.5,Tyrese Maxey,0.95,0.0,0.0,0.25,50.2
0022500334,247,146,101,45,0,2025-12-04,WAS vs BOS,26.3,Derrick White,0.0,0.7833333333333333,0.0,0.3766666666666667,15.2
0022500335,233,123,110,13,0,2025-12-04,BKN vs UTA,25.3,Keyonte George,0.35,0.55,0.0,0.3433333333333334,28.8
0022500336,243,123,120,3,0,2025-12-04,TOR vs LAL,36.0,Austin Reaves,0.85,0.7166666666666667,0.0,0.7,62.8
0022500337,241,125,116,9,0,2025-12-04,NOP vs MIN,20.599999999999998,Naz Reid,0.55,0.6833333333333333,0.0,0.1866666666666666,33.8
0022500338,231,126,105,21,0,2025-12-05,BOS vs LAL,29.1,Austin Reaves,0.0,0.5166666666666667,0.0,0.47000000000000003,16.7
0022500339,211,106,105,1,0,2025-12-05,ORL vs MIA,22.399999999999995,Franz Wagner,0.95,0.18333333333333332,0.0,0.2466666666666665,51.1
0022500340,267,134,133,1,0,2025-12-05,ATL vs DEN,35.00000000000001,Nikola Jokić,0.95,1.0,0.0,0.6666666666666669,67.8
0022500341,247,130,117,13,0,2025-12-05,CLE vs SAS,23.1,Donovan Mitchell,0.35,0.7833333333333333,0.0,0.2700000000000001,27.8
0022500342,238,122,116,6,0,2025-12-05,DET vs POR,31.1,Cade Cunningham,0.7,0.6333333333333333,0.0,0.5366666666666667,50.8
0022500343,258,146,112,34,0,2025-12-05,NYK vs UTA,27.300000000000004,Jalen Brunson,0.0,0.9666666666666667,0.0,0.41000000000000014,17.1
0022500344,197,111,86,25,0,2025-12-05,TOR vs CHA,22.9,Immanuel Quickley,0.0,0.0,0.0,0.2633333333333333,7.9
0022500345,225,120,105,15,0,2025-12-05,CHI vs IND,26.700000000000003,Pascal Siakam,0.25,0.4166666666666667,0.0,0.39000000000000007,25.0
0022500346,215,117,98,19,0,2025-12-05,HOU vs PHX,24.199999999999996,Kevin Durant,0.050000000000000044,0.25,0.0,0.30666666666666653,12.7
0022500347,205,107,98,9,0,2025-12-05,MEM vs LAC,22.5,Cedric Coward,0.55,0.08333333333333333,0.0,0.25,32.7
0022500348,217,116,101,15,0,2025-12-05,MIL vs PHI,18.5,Kevin Porter Jr.,0.25,0.2833333333333333,0.0,0.11666666666666667,16.2
0022500349,243,132,111,21,0,2025-12-05,OKC vs DAL,31.000000000000007,Shai Gilgeous-Alexander,0.0,0.7166666666666667,0.0,0.5333333333333335,19.6
0022500350,220,119,101,18,0,2025-12-06,BKN vs NOP,30.400000000000006,Michael Porter Jr.,0.09999999999999998,0.3333333333333333,0.0,0.5133333333333335,21.6
0022500351,247,131,116,15,0,2025-12-06,WAS vs ATL,32.0,Jalen Johnson,0.25,0.7833333333333333,0.0,0.5666666666666667,32.2
0022500352,193,99,94,5,0,2025-12-06,CLE vs GSW,18.7,Pat Spencer,0.75,0.0,0.0,0.12333333333333331,37.4
0022500353,236,124,112,12,0,2025-12-06,DET vs MIL,33.5,Kevin Porter Jr.,0.4,0.6,0.0,0.6166666666666667,39.5
0022500354,238,127,111,16,0,2025-12-06,MIA vs SAC,31.600000000000005,Zach LaVine,0.19999999999999996,0.6333333333333333,0.0,0.5533333333333335,28.8
0022500355,215,109,106,3,0,2025-12-06,MIN vs LAC,29.4,James Harden,0.85,0.25,0.0,0.4799999999999999,53.9
0022500356,231,122,109,13,0,2025-12-06,DAL vs HOU,27.000000000000004,Anthony Davis,0.35,0.5166666666666667,0.0,0.40000000000000013,30.3
0022500357,206,106,100,6,0,2025-12-07,NYK vs ORL,21.200000000000003,Jalen Brunson,0.7,0.1,0.0,0.20666666666666675,38.2
0022500358,234,121,113,8,0,2025-12-07,TOR vs BOS,26.100000000000005,Jaylen Brown,0.6,0.5666666666666667,0.0,0.37000000000000016,40.9
0022500359,221,115,106,9,0,2025-12-07,CHA vs DEN,27.400000000000002,Nikola Jokić,0.55,0.35,0.0,0.4133333333333334,38.9
0022500360,215,119,96,23,0,2025-12-07,MEM vs POR,21.1,Santi Aldama,0.0,0.25,0.0,0.2033333333333334,7.4
0022500361,214,123,91,32,0,2025-12-07,CHI vs GSW,21.0,Brandin Podziemski,0.0,0.23333333333333334,0.0,0.2,7.2
0022500362,220,112,108,4,0,2025-12-07,PHI vs LAL,27.5,LeBron James,0.8,0.3333333333333333,0.0,0.4166666666666667,50.2
0022500363,232,131,101,30,0,2025-12-07,UTA vs OKC,25.0,Jalen Williams,0.0,0.5333333333333333,0.0,0.3333333333333333,12.7
0022500364,221,116,105,11,0,2025-12-08,IND vs SAC,29.1,Russell Westbrook,0.44999999999999996,0.35,0.0,0.47000000000000003,36.1
0022500365,213,108,105,3,0,2025-12-08,MIN vs PHX,33.800000000000004,Anthony Edwards,0.85,0.21666666666666667,0.0,0.6266666666666668,58.1
0022500366,267,135,132,3,0,2025-12-08,NOP vs SAS,32.99999999999999,Derik Queen,0.85,1.0,0.0,0.5999999999999998,61.2
0022501201,225,117,108,9,0,2025-12-09,ORL vs MIA,29.9,Desmond Bane,0.55,0.4166666666666667,0.0,0.49666666666666665,41.7
0022501202,218,117,101,16,0,2025-12-09,TOR vs NYK,27.100000000000005,Jalen Brunson,0.19999999999999996,0.3,0.0,0.4033333333333335,22.6
0022501203,227,138,89,49,0,2025-12-10,OKC vs PHX,26.8,Shai Gilgeous-Alexander,0.0,0.45,0.0,0.39333333333333337,14.0
0022501204,251,132,119,13,0,2025-12-10,LAL vs SAS,25.4,Stephon Castle,0.35,0.85,0.0,0.3466666666666666,30.4
0022501205,228,115,113,2,0,2025-12-11,HOU vs LAC,31.800000000000004,Ivica Zubac,0.9,0.4666666666666667,0.0,0.5600000000000002,59.6
0022501206,217,116,101,15,0,2025-12-11,MIL vs BOS,26.299999999999997,Bobby Portis,0.25,0.2833333333333333,0.0,0.3766666666666666,24.0
0022501207,263,143,120,23,0,2025-12-11,NOP vs POR,24.400000000000006,Trey Murphy III,0.0,1.0,0.0,0.3133333333333335,14.4
0022501208,241,136,105,31,0,2025-12-11,SAC vs DEN,39.4,Nikola Jokić,0.0,0.6833333333333333,0.0,0.8133333333333332,27.8
0022501209,255,129,126,3,0,2025-12-12,CHA vs CHI,28.499999999999996,Kon Knueppel,0.85,0.9166666666666666,0.0,0.4499999999999999,56.3
0022501210,257,142,115,27,0,2025-12-12,DET vs ATL,18.599999999999998,Dyson Daniels,0.0,0.95,0.0,0.11999999999999993,8.3
0022501211,220,115,105,10,0,2025-12-12,PHI vs IND,28.099999999999998,Joel Embiid,0.5,0.3333333333333333,0.0,0.4366666666666666,37.3
0022501212,256,130,126,4,0,2025-12-12,WAS vs CLE,35.699999999999996,Donovan Mitchell,0.8,0.9333333333333333,0.0,0.6899999999999998,61.4
0022501213,256,130,126,4,0,2025-12-12,MEM vs UTA,34.6,Keyonte George,0.8,0.9333333333333333,0.0,0.6533333333333334,60.3
0022501214,230,119,111,8,0,2025-12-12,DAL vs BKN,22.899999999999995,Michael Porter Jr.,0.6,0.5,0.0,0.26333333333333314,37.4
